colour	y	x	key	tooltip	clickSelects	showSelected1	showSelected2	fill
#FF0000	1	-1.41205591759982	featureless4	featureless fold 4 MSE=0.039	4	featureless	sin easy 562	#FF0000
#FF0000	1	-1.41132049687617	featureless4	featureless fold 4 MSE=0.039	4	featureless	sin easy 1000	#FF0000
#FF0000	1	-1.41999844576097	featureless5	featureless fold 5 MSE=0.038	5	featureless	sin easy 10	#FF0000
#FF0000	1	-1.41784447652256	featureless5	featureless fold 5 MSE=0.038	5	featureless	sin easy 18	#FF0000
#FF0000	1	-1.42491300718118	featureless5	featureless fold 5 MSE=0.038	5	featureless	sin easy 32	#FF0000
#FF0000	1	-1.42008432191627	featureless5	featureless fold 5 MSE=0.038	5	featureless	sin easy 56	#FF0000
#FF0000	1	-1.42424394526139	featureless5	featureless fold 5 MSE=0.038	5	featureless	sin easy 100	#FF0000
#FF0000	1	-1.42527002210694	featureless5	featureless fold 5 MSE=0.038	5	featureless	sin easy 178	#FF0000
#FF0000	1	-1.42495720546161	featureless5	featureless fold 5 MSE=0.038	5	featureless	sin easy 316	#FF0000
#FF0000	1	-1.42527013929868	featureless5	featureless fold 5 MSE=0.038	5	featureless	sin easy 562	#FF0000
#FF0000	1	-1.42521595634279	featureless5	featureless fold 5 MSE=0.038	5	featureless	sin easy 1000	#FF0000
#FF0000	1	-1.41785202220618	featureless6	featureless fold 6 MSE=0.038	6	featureless	sin easy 10	#FF0000
#FF0000	1	-1.41588884350334	featureless6	featureless fold 6 MSE=0.038	6	featureless	sin easy 18	#FF0000
#FF0000	1	-1.41194299057559	featureless6	featureless fold 6 MSE=0.039	6	featureless	sin easy 32	#FF0000
#FF0000	1	-1.42748549920449	featureless6	featureless fold 6 MSE=0.037	6	featureless	sin easy 56	#FF0000
#FF0000	1	-1.42741171681347	featureless6	featureless fold 6 MSE=0.037	6	featureless	sin easy 100	#FF0000
#FF0000	1	-1.42709861639702	featureless6	featureless fold 6 MSE=0.037	6	featureless	sin easy 178	#FF0000
#FF0000	1	-1.42748196299315	featureless6	featureless fold 6 MSE=0.037	6	featureless	sin easy 316	#FF0000
#FF0000	1	-1.4270787625905	featureless6	featureless fold 6 MSE=0.037	6	featureless	sin easy 562	#FF0000
#FF0000	1	-1.42688716141538	featureless6	featureless fold 6 MSE=0.037	6	featureless	sin easy 1000	#FF0000
#00BFFF	2	-1.50859866089928	rpart1	rpart fold 1 MSE=0.031	1	rpart	sin hard 10	#00BFFF
#00BFFF	2	-1.49209443409422	rpart1	rpart fold 1 MSE=0.032	1	rpart	sin hard 18	#00BFFF
#00BFFF	2	-1.41507071361158	rpart1	rpart fold 1 MSE=0.038	1	rpart	sin hard 32	#00BFFF
#00BFFF	2	-1.45427031423595	rpart1	rpart fold 1 MSE=0.035	1	rpart	sin hard 56	#00BFFF
#00BFFF	2	-1.52134266837106	rpart1	rpart fold 1 MSE=0.030	1	rpart	sin hard 100	#00BFFF
#00BFFF	2	-1.52908197488929	rpart1	rpart fold 1 MSE=0.030	1	rpart	sin hard 178	#00BFFF
#00BFFF	2	-1.51670520620515	rpart1	rpart fold 1 MSE=0.030	1	rpart	sin hard 316	#00BFFF
#00BFFF	2	-1.55619012710746	rpart1	rpart fold 1 MSE=0.028	1	rpart	sin hard 562	#00BFFF
#00BFFF	2	-1.55125453818643	rpart1	rpart fold 1 MSE=0.028	1	rpart	sin hard 1000	#00BFFF
#00BFFF	2	-1.49235621452613	rpart2	rpart fold 2 MSE=0.032	2	rpart	sin hard 10	#00BFFF
#00BFFF	2	-1.47655137695824	rpart2	rpart fold 2 MSE=0.033	2	rpart	sin hard 18	#00BFFF
#00BFFF	2	-1.47961505882085	rpart2	rpart fold 2 MSE=0.033	2	rpart	sin hard 32	#00BFFF
#00BFFF	2	-1.43899351337876	rpart2	rpart fold 2 MSE=0.036	2	rpart	sin hard 56	#00BFFF
#00BFFF	2	-1.49376014779988	rpart2	rpart fold 2 MSE=0.032	2	rpart	sin hard 100	#00BFFF
#00BFFF	2	-1.50950632930488	rpart2	rpart fold 2 MSE=0.031	2	rpart	sin hard 178	#00BFFF
#00BFFF	2	-1.55090156422702	rpart2	rpart fold 2 MSE=0.028	2	rpart	sin hard 316	#00BFFF
#00BFFF	2	-1.54737804251338	rpart2	rpart fold 2 MSE=0.028	2	rpart	sin hard 562	#00BFFF
#00BFFF	2	-1.57602275750037	rpart2	rpart fold 2 MSE=0.027	2	rpart	sin hard 1000	#00BFFF
#00BFFF	2	-1.56316813535938	rpart3	rpart fold 3 MSE=0.027	3	rpart	sin hard 10	#00BFFF
#00BFFF	2	-1.57457411545787	rpart3	rpart fold 3 MSE=0.027	3	rpart	sin hard 18	#00BFFF
#00BFFF	2	-1.46358658455965	rpart3	rpart fold 3 MSE=0.034	3	rpart	sin hard 32	#00BFFF
#00BFFF	2	-1.45014980403776	rpart3	rpart fold 3 MSE=0.035	3	rpart	sin hard 56	#00BFFF
#00BFFF	2	-1.57919980885227	rpart3	rpart fold 3 MSE=0.026	3	rpart	sin hard 100	#00BFFF
#00BFFF	2	-1.55875611405524	rpart3	rpart fold 3 MSE=0.028	3	rpart	sin hard 178	#00BFFF
#00BFFF	2	-1.56276251149678	rpart3	rpart fold 3 MSE=0.027	3	rpart	sin hard 316	#00BFFF
#00BFFF	2	-1.64556815459932	rpart3	rpart fold 3 MSE=0.023	3	rpart	sin hard 562	#00BFFF
#00BFFF	2	-1.63224821512484	rpart3	rpart fold 3 MSE=0.023	3	rpart	sin hard 1000	#00BFFF
#00BFFF	2	-1.51199360076641	rpart4	rpart fold 4 MSE=0.031	4	rpart	sin hard 10	#00BFFF
#00BFFF	2	-1.52373586137336	rpart4	rpart fold 4 MSE=0.030	4	rpart	sin hard 18	#00BFFF
#00BFFF	2	-1.51191971869895	rpart4	rpart fold 4 MSE=0.031	4	rpart	sin hard 32	#00BFFF
#00BFFF	2	-1.54451523510869	rpart4	rpart fold 4 MSE=0.029	4	rpart	sin hard 56	#00BFFF
#00BFFF	2	-1.61410766259477	rpart4	rpart fold 4 MSE=0.024	4	rpart	sin hard 100	#00BFFF
#00BFFF	2	-1.63174628605454	rpart4	rpart fold 4 MSE=0.023	4	rpart	sin hard 178	#00BFFF
#00BFFF	2	-1.63104273168766	rpart4	rpart fold 4 MSE=0.023	4	rpart	sin hard 316	#00BFFF
#00BFFF	2	-1.61314755093526	rpart4	rpart fold 4 MSE=0.024	4	rpart	sin hard 562	#00BFFF
#00BFFF	2	-1.62230134860361	rpart4	rpart fold 4 MSE=0.024	4	rpart	sin hard 1000	#00BFFF
#00BFFF	2	-1.50152859787402	rpart5	rpart fold 5 MSE=0.032	5	rpart	sin hard 10	#00BFFF
#00BFFF	2	-1.49608876125999	rpart5	rpart fold 5 MSE=0.032	5	rpart	sin hard 18	#00BFFF
#00BFFF	2	-1.46303161537399	rpart5	rpart fold 5 MSE=0.034	5	rpart	sin hard 32	#00BFFF
#00BFFF	2	-1.50081311609114	rpart5	rpart fold 5 MSE=0.032	5	rpart	sin hard 56	#00BFFF
#00BFFF	2	-1.58967409627181	rpart5	rpart fold 5 MSE=0.026	5	rpart	sin hard 100	#00BFFF
#00BFFF	2	-1.55570844103863	rpart5	rpart fold 5 MSE=0.028	5	rpart	sin hard 178	#00BFFF
#00BFFF	2	-1.58329382272791	rpart5	rpart fold 5 MSE=0.026	5	rpart	sin hard 316	#00BFFF
#00BFFF	2	-1.58728364456748	rpart5	rpart fold 5 MSE=0.026	5	rpart	sin hard 562	#00BFFF
#00BFFF	2	-1.60017190058171	rpart5	rpart fold 5 MSE=0.025	5	rpart	sin hard 1000	#00BFFF
#00BFFF	2	-1.5153641206941	rpart6	rpart fold 6 MSE=0.031	6	rpart	sin hard 10	#00BFFF
#00BFFF	2	-1.51230110743163	rpart6	rpart fold 6 MSE=0.031	6	rpart	sin hard 18	#00BFFF
#00BFFF	2	-1.46142921408741	rpart6	rpart fold 6 MSE=0.035	6	rpart	sin hard 32	#00BFFF
#00BFFF	2	-1.54554876184725	rpart6	rpart fold 6 MSE=0.028	6	rpart	sin hard 56	#00BFFF
#00BFFF	2	-1.59976336459406	rpart6	rpart fold 6 MSE=0.025	6	rpart	sin hard 100	#00BFFF
#00BFFF	2	-1.62480143902652	rpart6	rpart fold 6 MSE=0.024	6	rpart	sin hard 178	#00BFFF
#00BFFF	2	-1.64534583047485	rpart6	rpart fold 6 MSE=0.023	6	rpart	sin hard 316	#00BFFF
#00BFFF	2	-1.67668300390877	rpart6	rpart fold 6 MSE=0.021	6	rpart	sin hard 562	#00BFFF
#00BFFF	2	-1.66457302314953	rpart6	rpart fold 6 MSE=0.022	6	rpart	sin hard 1000	#00BFFF
#FF0000	1	-1.50859866089928	featureless1	featureless fold 1 MSE=0.031	1	featureless	sin hard 10	#FF0000
#FF0000	1	-1.49209443409422	featureless1	featureless fold 1 MSE=0.032	1	featureless	sin hard 18	#FF0000
#FF0000	1	-1.49608104879144	featureless1	featureless fold 1 MSE=0.032	1	featureless	sin hard 32	#FF0000
#FF0000	1	-1.50364477462722	featureless1	featureless fold 1 MSE=0.031	1	featureless	sin hard 56	#FF0000
#FF0000	1	-1.49823462946978	featureless1	featureless fold 1 MSE=0.032	1	featureless	sin hard 100	#FF0000
#FF0000	1	-1.50225638384748	featureless1	featureless fold 1 MSE=0.031	1	featureless	sin hard 178	#FF0000
#FF0000	1	-1.50770636453724	featureless1	featureless fold 1 MSE=0.031	1	featureless	sin hard 316	#FF0000
#FF0000	1	-1.5073204624292	featureless1	featureless fold 1 MSE=0.031	1	featureless	sin hard 562	#FF0000
#FF0000	1	-1.50754784536481	featureless1	featureless fold 1 MSE=0.031	1	featureless	sin hard 1000	#FF0000
#FF0000	1	-1.49235621452613	featureless2	featureless fold 2 MSE=0.032	2	featureless	sin hard 10	#FF0000
#FF0000	1	-1.47655137695824	featureless2	featureless fold 2 MSE=0.033	2	featureless	sin hard 18	#FF0000
#FF0000	1	-1.47178248591809	featureless2	featureless fold 2 MSE=0.034	2	featureless	sin hard 32	#FF0000
#FF0000	1	-1.48630572886334	featureless2	featureless fold 2 MSE=0.033	2	featureless	sin hard 56	#FF0000
#FF0000	1	-1.48207918174707	featureless2	featureless fold 2 MSE=0.033	2	featureless	sin hard 100	#FF0000
#FF0000	1	-1.48861998943041	featureless2	featureless fold 2 MSE=0.032	2	featureless	sin hard 178	#FF0000
#FF0000	1	-1.49234615488173	featureless2	featureless fold 2 MSE=0.032	2	featureless	sin hard 316	#FF0000
#FF0000	1	-1.48806999137493	featureless2	featureless fold 2 MSE=0.033	2	featureless	sin hard 562	#FF0000
#FF0000	1	-1.49102312552737	featureless2	featureless fold 2 MSE=0.032	2	featureless	sin hard 1000	#FF0000
#FF0000	1	-1.56316813535938	featureless3	featureless fold 3 MSE=0.027	3	featureless	sin hard 10	#FF0000
#FF0000	1	-1.57457411545787	featureless3	featureless fold 3 MSE=0.027	3	featureless	sin hard 18	#FF0000
#FF0000	1	-1.56663119760758	featureless3	featureless fold 3 MSE=0.027	3	featureless	sin hard 32	#FF0000
#FF0000	1	-1.56195881193961	featureless3	featureless fold 3 MSE=0.027	3	featureless	sin hard 56	#FF0000
#FF0000	1	-1.56184686143758	featureless3	featureless fold 3 MSE=0.027	3	featureless	sin hard 100	#FF0000
#FF0000	1	-1.5693465447303	featureless3	featureless fold 3 MSE=0.027	3	featureless	sin hard 178	#FF0000
#FF0000	1	-1.57420964622205	featureless3	featureless fold 3 MSE=0.027	3	featureless	sin hard 316	#FF0000
#FF0000	1	-1.57501987113371	featureless3	featureless fold 3 MSE=0.027	3	featureless	sin hard 562	#FF0000
#FF0000	1	-1.57524666820024	featureless3	featureless fold 3 MSE=0.027	3	featureless	sin hard 1000	#FF0000
#FF0000	1	-1.51199360076641	featureless4	featureless fold 4 MSE=0.031	4	featureless	sin hard 10	#FF0000
#FF0000	1	-1.52373586137336	featureless4	featureless fold 4 MSE=0.030	4	featureless	sin hard 18	#FF0000
#FF0000	1	-1.52854794912459	featureless4	featureless fold 4 MSE=0.030	4	featureless	sin hard 32	#FF0000
#FF0000	1	-1.52217960395086	featureless4	featureless fold 4 MSE=0.030	4	featureless	sin hard 56	#FF0000
#FF0000	1	-1.52028218742829	featureless4	featureless fold 4 MSE=0.030	4	featureless	sin hard 100	#FF0000
#FF0000	1	-1.52589413851054	featureless4	featureless fold 4 MSE=0.030	4	featureless	sin hard 178	#FF0000
#FF0000	1	-1.52806269798646	featureless4	featureless fold 4 MSE=0.030	4	featureless	sin hard 316	#FF0000
#FF0000	1	-1.52882155528356	featureless4	featureless fold 4 MSE=0.030	4	featureless	sin hard 562	#FF0000
#FF0000	1	-1.52872403083575	featureless4	featureless fold 4 MSE=0.030	4	featureless	sin hard 1000	#FF0000
#FF0000	1	-1.50152859787402	featureless5	featureless fold 5 MSE=0.032	5	featureless	sin hard 10	#FF0000
#FF0000	1	-1.49608876125999	featureless5	featureless fold 5 MSE=0.032	5	featureless	sin hard 18	#FF0000
#FF0000	1	-1.49448862912272	featureless5	featureless fold 5 MSE=0.032	5	featureless	sin hard 32	#FF0000
#FF0000	1	-1.48168330954656	featureless5	featureless fold 5 MSE=0.033	5	featureless	sin hard 56	#FF0000
#FF0000	1	-1.49559114204383	featureless5	featureless fold 5 MSE=0.032	5	featureless	sin hard 100	#FF0000
#FF0000	1	-1.4984712424	featureless5	featureless fold 5 MSE=0.032	5	featureless	sin hard 178	#FF0000
#FF0000	1	-1.50030849883568	featureless5	featureless fold 5 MSE=0.032	5	featureless	sin hard 316	#FF0000
#FF0000	1	-1.50119999180122	featureless5	featureless fold 5 MSE=0.032	5	featureless	sin hard 562	#FF0000
#FF0000	1	-1.49882705436775	featureless5	featureless fold 5 MSE=0.032	5	featureless	sin hard 1000	#FF0000
#FF0000	1	-1.5153641206941	featureless6	featureless fold 6 MSE=0.031	6	featureless	sin hard 10	#FF0000
#FF0000	1	-1.51230110743163	featureless6	featureless fold 6 MSE=0.031	6	featureless	sin hard 18	#FF0000
#FF0000	1	-1.55056171104786	featureless6	featureless fold 6 MSE=0.028	6	featureless	sin hard 32	#FF0000
#FF0000	1	-1.54398451047554	featureless6	featureless fold 6 MSE=0.029	6	featureless	sin hard 56	#FF0000
#FF0000	1	-1.55033857439019	featureless6	featureless fold 6 MSE=0.028	6	featureless	sin hard 100	#FF0000
#FF0000	1	-1.550686255625	featureless6	featureless fold 6 MSE=0.028	6	featureless	sin hard 178	#FF0000
#FF0000	1	-1.54988850116782	featureless6	featureless fold 6 MSE=0.028	6	featureless	sin hard 316	#FF0000
#FF0000	1	-1.54952127369324	featureless6	featureless fold 6 MSE=0.028	6	featureless	sin hard 562	#FF0000
#FF0000	1	-1.55069393522318	featureless6	featureless fold 6 MSE=0.028	6	featureless	sin hard 1000	#FF0000
#00BFFF	2	-1.49867113379997	rpart1	rpart fold 1 MSE=0.032	1	rpart	sin impossible 10	#00BFFF
#00BFFF	2	-1.58248342804228	rpart1	rpart fold 1 MSE=0.026	1	rpart	sin impossible 18	#00BFFF
#00BFFF	2	-1.55393171969995	rpart1	rpart fold 1 MSE=0.028	1	rpart	sin impossible 32	#00BFFF
#00BFFF	2	-1.44814056229558	rpart1	rpart fold 1 MSE=0.036	1	rpart	sin impossible 56	#00BFFF
#00BFFF	2	-1.44924371024856	rpart1	rpart fold 1 MSE=0.036	1	rpart	sin impossible 100	#00BFFF
#00BFFF	2	-1.52812269138613	rpart1	rpart fold 1 MSE=0.030	1	rpart	sin impossible 178	#00BFFF
#00BFFF	2	-1.49562291460274	rpart1	rpart fold 1 MSE=0.032	1	rpart	sin impossible 316	#00BFFF
#00BFFF	2	-1.55696687676007	rpart1	rpart fold 1 MSE=0.028	1	rpart	sin impossible 562	#00BFFF
#00BFFF	2	-1.56484408092257	rpart1	rpart fold 1 MSE=0.027	1	rpart	sin impossible 1000	#00BFFF
#00BFFF	2	-1.57238895337782	rpart2	rpart fold 2 MSE=0.027	2	rpart	sin impossible 10	#00BFFF
#00BFFF	2	-1.53887860164293	rpart2	rpart fold 2 MSE=0.029	2	rpart	sin impossible 18	#00BFFF
#00BFFF	2	-1.56549906355311	rpart2	rpart fold 2 MSE=0.027	2	rpart	sin impossible 32	#00BFFF
#00BFFF	2	-1.45845911975968	rpart2	rpart fold 2 MSE=0.035	2	rpart	sin impossible 56	#00BFFF
#00BFFF	2	-1.4587108962172	rpart2	rpart fold 2 MSE=0.035	2	rpart	sin impossible 100	#00BFFF
#00BFFF	2	-1.48072234239632	rpart2	rpart fold 2 MSE=0.033	2	rpart	sin impossible 178	#00BFFF
#00BFFF	2	-1.52383288267725	rpart2	rpart fold 2 MSE=0.030	2	rpart	sin impossible 316	#00BFFF
#00BFFF	2	-1.57509369557975	rpart2	rpart fold 2 MSE=0.027	2	rpart	sin impossible 562	#00BFFF
#00BFFF	2	-1.57500757918434	rpart2	rpart fold 2 MSE=0.027	2	rpart	sin impossible 1000	#00BFFF
#00BFFF	2	-1.53616670844151	rpart3	rpart fold 3 MSE=0.029	3	rpart	sin impossible 10	#00BFFF
#00BFFF	2	-1.53908055321652	rpart3	rpart fold 3 MSE=0.029	3	rpart	sin impossible 18	#00BFFF
#00BFFF	2	-1.55140771011043	rpart3	rpart fold 3 MSE=0.028	3	rpart	sin impossible 32	#00BFFF
#00BFFF	2	-1.44805851003683	rpart3	rpart fold 3 MSE=0.036	3	rpart	sin impossible 56	#00BFFF
